problem,module,changed_param,config_name,result_file,status,objective_value,solution_Z,runtime_pipeline,runtime_total,changed_count,changed_param_path,base_value,param_value,config_file,rank_in_problem_module_param
micp2,qubo,resource_penalty,qubo_resource_penalty_20.0,output\param_comp\qubo\qubo_resource_penalty_20.0__problem_micp_2.json,feasible,16069.392006,16069.392006,447.58579754829407,447.58579754829407,1,quantum_config.qubo_config.resource_penalty,10,20,D:\codes\Python\CIC\config\qubo\qubo_resource_penalty_20.0.json,1.0
micp2,qubo,tabu_penalty,qubo_tabu_penalty_10.0,output\param_comp\qubo\qubo_tabu_penalty_10.0__problem_micp_2.json,feasible,16069.392006,16069.392006,442.15038561820984,442.15038561820984,1,quantum_config.qubo_config.tabu_penalty,5,10,D:\codes\Python\CIC\config\qubo\qubo_tabu_penalty_10.0.json,1.0
milp1,bias,,bias_pair_penalty_step_0.15,output\param_comp\bias\bias_pair_penalty_step_0.15__problem_milp_1.json,feasible,6325.0,6325.0,0.0695958137512207,0.0695958137512207,0,,,,D:\codes\Python\CIC\config\bias\bias_pair_penalty_step_0.15.json,1.0
milp1,bias,elite_reward_step,bias_elite_reward_step_0.1,output\param_comp\bias\bias_elite_reward_step_0.1__problem_milp_1.json,feasible,6325.0,6325.0,0.08427047729492188,0.08427047729492188,1,iterative_config.bias_update_config.elite_reward_step,0.05,0.1,D:\codes\Python\CIC\config\bias\bias_elite_reward_step_0.1.json,1.0
milp1,bias,pair_penalty_step,bias_pair_penalty_step_0.3,output\param_comp\bias\bias_pair_penalty_step_0.3__problem_milp_1.json,feasible,6325.0,6325.0,0.07172417640686035,0.07172417640686035,1,iterative_config.bias_update_config.pair_penalty_step,0.15,0.3,D:\codes\Python\CIC\config\bias\bias_pair_penalty_step_0.3.json,1.0
milp1,bias,penalty_step,bias_penalty_step_0.1,output\param_comp\bias\bias_penalty_step_0.1__problem_milp_1.json,feasible,6325.0,6325.0,0.06763219833374023,0.06763219833374023,1,iterative_config.bias_update_config.penalty_step,0.2,0.1,D:\codes\Python\CIC\config\bias\bias_penalty_step_0.1.json,1.0
milp1,bias,reward_step,bias_reward_step_0.05,output\param_comp\bias\bias_reward_step_0.05__problem_milp_1.json,feasible,6325.0,6325.0,0.06698894500732422,0.06698894500732422,1,iterative_config.bias_update_config.reward_step,0.1,0.05,D:\codes\Python\CIC\config\bias\bias_reward_step_0.05.json,1.0
milp1,candidate,,candidate_min_hamming_distance_2,output\param_comp\candidate\candidate_min_hamming_distance_2__problem_milp_1.json,feasible,6325.0,6325.0,0.07007861137390137,0.07007861137390137,0,,,,D:\codes\Python\CIC\config\candidate\candidate_min_hamming_distance_2.json,1.0
milp1,candidate,far_bonus,candidate_far_bonus_0.05,output\param_comp\candidate\candidate_far_bonus_0.05__problem_milp_1.json,feasible,6325.0,6325.0,0.0682680606842041,0.0682680606842041,1,iterative_config.candidate_config.far_bonus,0.02,0.05,D:\codes\Python\CIC\config\candidate\candidate_far_bonus_0.05.json,1.0
milp1,candidate,min_far_candidates,candidate_min_far_candidates_4,output\param_comp\candidate\candidate_min_far_candidates_4__problem_milp_1.json,feasible,6325.0,6325.0,0.06760931015014648,0.06760931015014648,1,iterative_config.candidate_config.min_far_candidates,2,4,D:\codes\Python\CIC\config\candidate\candidate_min_far_candidates_4.json,1.0
milp1,candidate,min_hamming_distance,candidate_min_hamming_distance_1,output\param_comp\candidate\candidate_min_hamming_distance_1__problem_milp_1.json,feasible,6325.0,6325.0,0.0670773983001709,0.0670773983001709,1,iterative_config.candidate_config.min_hamming_distance,2,1,D:\codes\Python\CIC\config\candidate\candidate_min_hamming_distance_1.json,1.0
milp1,candidate,objective_bonus,candidate_objective_bonus_0.01,output\param_comp\candidate\candidate_objective_bonus_0.01__problem_milp_1.json,feasible,6325.0,6325.0,0.07359099388122559,0.07359099388122559,1,iterative_config.candidate_config.objective_bonus,0.05,0.01,D:\codes\Python\CIC\config\candidate\candidate_objective_bonus_0.01.json,1.0
milp1,candidate,top_k,candidate_top_k_12,output\param_comp\candidate\candidate_top_k_12__problem_milp_1.json,feasible,6325.0,6325.0,0.08410811424255371,0.08410811424255371,1,iterative_config.candidate_config.top_k,8,12,D:\codes\Python\CIC\config\candidate\candidate_top_k_12.json,1.0
milp1,local,,local_max_start_points_3,output\param_comp\local\local_max_start_points_3__problem_milp_1.json,feasible,6325.0,6325.0,0.07165384292602539,0.07165384292602539,0,,,,D:\codes\Python\CIC\config\local\local_max_start_points_3.json,1.0
milp1,local,max_iter,local_max_iter_50,output\param_comp\local\local_max_iter_50__problem_milp_1.json,feasible,6325.0,6325.0,0.0725858211517334,0.0725858211517334,1,iterative_config.local_refine_config.max_iter,20,50,D:\codes\Python\CIC\config\local\local_max_iter_50.json,1.0
